id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
96043,9e-06,rsvp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,5,4,4,17,0,0,0,6,14,0,Fuzzers,1
69377,1.604643,tcp,http,FIN,10,12,830,4678,13.087023,62,252,3724.192871,21382.94922,2,3,178.293667,135.214276,9660.164641,10930.89337,255,3003176716,1906360517,255,0.291593,0.116556,0.175037,83,390,0,0,1,1,2,1,1,1,0,0,0,2,2,0,Exploits,1
51506,0.498772,tcp,-,FIN,12,8,1260,742,38.093558,254,252,18525.49805,10425.60547,3,2,43.958,61.796285,2359.34401,98.126492,255,3254736661,22196518,255,0.121826,0.066185,0.055641,105,93,0,0,5,1,2,2,1,5,0,0,0,2,5,0,Fuzzers,1
147150,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,10,10,7,44,0,0,0,10,44,0,Generic,1
35965,6e-06,udp,-,INT,2,0,1066,0,166666.6608,254,0,710666624.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,13,2,3,3,1,13,0,0,0,3,13,0,Normal,0
47722,3.203837,tcp,ftp,FIN,14,12,810,682,7.803144,254,252,1880.245483,1563.125732,4,4,246.399385,271.717719,19338.8588,580.650125,255,424230504,2485356923,255,0.315049,0.214937,0.100112,58,57,0,0,1,1,1,1,1,1,1,1,0,1,1,0,Normal,0
174488,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,17,16,16,27,0,0,0,17,27,0,Generic,1
171718,8e-06,aris,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,4,4,0,Exploits,1
65839,0.834369,tcp,-,FIN,10,8,564,354,20.374678,254,252,4870.746582,2972.305908,2,1,92.707667,104.176711,6029.553226,162.36675,255,1425910807,1147465283,255,0.132975,0.058969,0.074006,56,44,0,0,3,1,3,1,1,1,0,0,0,1,5,0,Reconnaissance,1
74057,1.011412,tcp,-,FIN,10,8,564,354,16.808185,254,252,4018.144775,2452.017578,2,1,106.115778,129.584,6731.036844,185.391828,255,1423287176,2858472676,255,0.195107,0.10432,0.090787,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
23133,0.001042,udp,dns,CON,2,2,132,164,2879.078645,31,29,506717.8438,629558.5,0,0,0.007,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,2,1,1,1,0,0,0,2,2,0,Normal,0
4405,0.038999,tcp,-,FIN,64,64,3806,51704,3256.493865,31,29,768635.125,10440678.0,7,26,0.622952,0.609175,38.001053,36.722531,255,2040136249,4190040804,255,0.000738,0.000612,0.000126,59,808,0,0,2,0,4,1,1,2,0,0,0,2,3,0,Normal,0
111715,6e-06,dgp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,Exploits,1
104808,0.76188,tcp,-,FIN,10,8,534,354,22.313226,254,252,5050.664062,3255.105957,2,1,84.653333,98.888289,4976.181832,165.421141,255,3278320343,193982277,255,0.115893,0.069003,0.04689,53,44,0,0,3,1,1,1,1,3,0,0,0,9,3,0,Normal,0
104097,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Analysis,1
105222,1.236958,tcp,http,FIN,24,80,2374,101214,83.268791,62,252,14719.98242,646418.0625,4,37,53.780783,14.612836,3212.929983,1611.52582,255,1602496307,2715868191,255,0.106653,0.081817,0.024836,99,1265,1,114,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
106884,0.486545,tcp,-,FIN,10,6,534,268,30.829625,254,252,7908.82666,3683.112549,2,1,52.700333,81.613797,2733.290672,133.108891,255,1512479863,2343973706,255,0.098939,0.078474,0.020465,53,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
7917,1.011892,tcp,http,FIN,14,18,1684,10168,30.635682,31,29,12364.95606,75929.05469,3,5,77.811154,59.492059,8766.526602,7676.161077,255,2922761091,2919606830,255,0.000653,0.000522,0.000131,120,565,1,3924,1,0,5,1,1,2,0,0,1,1,5,0,Normal,0
83977,0.768635,tcp,-,FIN,10,8,612,354,22.11713,254,252,5734.841797,3226.499023,2,1,85.403889,93.095711,4826.078515,176.092578,255,3372500952,2988029283,255,0.170205,0.090112,0.080093,61,44,0,0,2,1,1,1,1,1,0,0,0,26,1,0,Shellcode,1
170136,3e-06,ipv6-route,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,4,7,0,Backdoor,1
4373,1.137436,tcp,http,FIN,14,18,1684,10168,27.25428,31,29,11000.17871,67548.41406,3,5,87.467538,66.877588,9648.373216,8447.050761,255,1832916002,3983947608,255,0.000637,0.000511,0.000126,120,565,1,3924,2,0,2,1,1,1,0,0,1,6,2,0,Normal,0
7961,0.00105,udp,dns,CON,2,2,146,178,2857.142959,31,29,556190.5,678095.25,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,1,1,1,0,0,0,2,3,0,Normal,0
95851,6e-06,snp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,6,4,4,13,0,0,0,8,9,0,Reconnaissance,1
64554,3.426918,tcp,-,FIN,26,72,1364,71942,28.305317,62,252,3062.810303,165613.5313,6,33,137.0528,46.494803,7533.977316,4422.575822,255,1801743096,4230176255,255,0.19748,0.125779,0.071701,52,999,0,0,6,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
119790,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,18,18,18,20,0,0,0,18,20,0,Generic,1
80957,7.911473,tcp,-,FIN,108,624,4884,799648,92.397461,62,252,4893.146973,807300.5,6,310,73.939,12.708785,3754.677756,1558.184909,255,200658738,4169003070,255,0.137292,0.056106,0.081186,45,1281,0,0,2,1,1,1,1,1,0,0,0,25,1,0,Exploits,1
169326,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,13,13,13,13,0,0,0,13,13,0,Generic,1
92734,9e-06,pnni,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,8,0,0,0,5,6,0,Reconnaissance,1
117235,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,46,2,31,31,17,46,0,0,0,31,46,0,Generic,1
172426,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,17,16,16,18,0,0,0,17,18,0,Generic,1
175269,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,12,10,10,34,0,0,0,10,34,0,Generic,1
111053,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.792,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
19894,0.001077,udp,dns,CON,2,2,130,162,2785.515187,31,29,482822.625,601671.25,0,0,0.008,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,4,1,1,1,0,0,0,3,2,0,Normal,0
85357,1.02188,cbt,-,INT,4,0,360,0,2.935765,254,0,2113.750977,0.0,0,0,340.626656,0.0,481.706125,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,8,8,8,10,0,0,0,8,10,0,Exploits,1
135918,0.857924,tcp,pop3,FIN,20,20,962,3740,45.458573,62,252,8522.899414,33131.14063,7,8,45.153894,44.656,2118.117698,49.228043,255,1884935909,907996954,255,0.05868,0.008631,0.050049,48,187,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
77380,4e-06,scps,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,24,4,0,DoS,1
1070,2.461457,tcp,-,FIN,16,18,1540,1644,13.406694,31,29,4693.155273,5047.416992,4,4,164.073129,151.512563,11213.25462,265.163937,255,4102291505,3382821377,255,0.038106,0.037235,0.000871,96,91,0,0,14,0,18,13,1,7,0,0,0,14,17,0,Normal,0
70854,0.032103,udp,-,CON,2,2,85,126,93.449215,254,60,10715.50977,15699.46777,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,43,63,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Exploits,1
161032,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,28,28,14,44,0,0,0,28,44,0,Generic,1
42174,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,34,2,13,13,1,34,0,0,0,13,34,0,Normal,0
70300,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
107014,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
171338,1.555774,tcp,http,FIN,10,8,822,1058,10.927037,62,252,3805.179932,4761.617188,2,2,172.863778,208.139578,10135.98536,412.410156,255,3437860473,2286299427,255,0.211572,0.097362,0.11421,82,132,1,127,2,1,2,2,2,2,0,0,4,2,2,0,Fuzzers,1
17030,0.004683,tcp,-,FIN,18,18,3936,2456,7473.841498,31,29,6351484.0,3963271.5,7,7,0.255529,0.246824,12.712465,0.323028,255,2482211538,2485225999,255,0.000609,0.000484,0.000125,219,136,0,0,6,0,5,1,1,3,0,0,0,4,6,0,Normal,0
162727,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,17,33,0,Generic,1
133602,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,11,11,3,28,0,0,0,11,28,0,Generic,1
43666,0.0,udp,-,INT,2,0,104,0,0.0,254,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Normal,0
84412,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,3,3,8,0,0,0,4,5,0,Exploits,1
71681,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Analysis,1
72607,0.89933,tcp,http,FIN,10,8,988,354,18.902961,254,252,7917.004883,2757.608398,2,1,91.963111,118.18057,6140.909454,148.218312,255,1427787453,2891272480,255,0.140968,0.072061,0.068907,99,44,1,0,1,1,1,1,1,2,0,0,1,1,1,0,Exploits,1
61964,0.740434,tcp,-,FIN,60,14,68183,612,98.590828,254,252,724407.5625,6147.746094,27,1,12.107203,52.15,1300.182781,70.824664,255,3273193047,2988641976,255,0.117796,0.062481,0.055315,1136,44,1,0,9,1,19,1,1,26,0,0,1,21,3,0,Fuzzers,1
109476,9e-06,tcf,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,1,1,1,2,0,0,0,2,2,0,Exploits,1
34007,0.019887,tcp,-,FIN,40,42,2542,23508,4073.012455,31,29,997234.375,9231759.0,7,14,0.529054,0.484375,0.0,31.019648,255,1833971440,4003636174,255,0.00068,0.000509,0.000171,64,560,0,0,6,0,1,1,1,1,0,0,0,4,6,0,Normal,0
163836,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,13,13,6,30,0,0,0,13,30,0,Generic,1
118891,0.343582,tcp,-,FIN,10,6,534,268,43.6577,254,252,11199.65527,5215.639648,2,1,36.707889,57.635801,1871.779964,85.017242,255,1723418587,1781182341,255,0.103277,0.055394,0.047883,53,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
65601,0.723689,tcp,-,FIN,16,10,972,556,34.545225,254,252,10081.67871,5538.290527,5,3,46.940133,73.883781,2529.213798,100.279234,255,1581708880,2317293455,255,0.117845,0.058733,0.059112,61,56,0,0,6,1,1,1,1,6,0,0,0,1,6,0,Normal,0
104773,4e-06,leaf-1,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,2,2,6,0,0,0,3,4,0,DoS,1
15978,0.015872,tcp,-,FIN,48,50,2974,30506,6111.391212,31,29,1468246.0,15068549.0,7,18,0.330979,0.311163,19.219988,18.646547,255,3124195708,3124501800,255,0.000758,0.000617,0.000141,62,610,0,0,2,0,2,1,1,2,0,0,0,1,6,0,Normal,0
86358,0.698257,tcp,http,FIN,10,6,960,268,21.482061,254,252,9898.933594,2566.390137,2,1,71.595444,121.450797,3626.139929,181.73725,255,2318430176,3688368086,255,0.222973,0.091001,0.131972,96,45,0,0,3,1,2,1,1,1,0,0,0,2,1,0,Exploits,1
150022,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,16,33,0,0,0,34,33,0,Generic,1
45782,0.726235,tcp,-,FIN,10,6,2516,268,20.654472,254,252,24950.60156,2467.520996,2,1,74.805444,129.443797,3975.196205,208.080594,255,1848229827,1654793530,255,0.18036,0.079013,0.101347,252,45,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Normal,0
172962,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
108423,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.56,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
149878,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,8,8,8,22,0,0,0,8,22,0,Generic,1
157352,6e-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,3,0,0,0,2,4,0,Fuzzers,1
151465,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,11,11,11,28,0,0,0,12,28,0,Generic,1
171992,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,32,32,16,40,0,0,0,33,40,0,Generic,1
50455,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,20,7,0,Exploits,1
104103,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,DoS,1
63028,0.64983,tcp,-,FIN,10,6,2516,268,23.082961,254,252,27884.2168,2757.644287,2,1,68.549556,104.924398,3610.107376,154.206422,255,1551228503,1370496721,255,0.167128,0.1252,0.041928,252,45,0,0,7,1,4,3,2,7,0,0,0,3,8,0,Fuzzers,1
65362,4.7e-05,swipe,-,INT,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,Exploits,1
64298,0.558014,tcp,http,FIN,10,6,1020,268,26.881047,254,252,13160.96094,3211.38916,2,1,59.765889,106.929203,3338.390822,189.465984,255,2399233317,771180114,255,0.089798,0.023365,0.066433,102,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
85744,0.501022,tcp,-,FIN,10,6,698,268,29.938806,254,252,10043.47168,3576.689453,2,1,55.569778,78.805,3052.562187,123.410398,255,2151575710,2990942783,255,0.24432,0.106992,0.137328,70,45,0,0,7,1,3,3,2,6,0,0,0,3,6,0,Fuzzers,1
122191,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,10,10,10,13,0,0,0,10,13,0,Generic,1
164380,1.370377,tcp,-,FIN,12,10,994,814,15.324251,254,252,5324.08252,4279.114746,3,2,124.579724,142.235109,7014.9011,241.249016,255,1854403349,2760987773,255,0.152936,0.090122,0.062814,83,81,0,0,2,1,2,1,1,1,0,0,0,2,1,0,Fuzzers,1
105136,0.678011,tcp,smtp,FIN,50,24,41303,1988,107.66787,62,252,477596.9688,22489.31055,22,8,13.836959,25.812131,968.757924,30.64751,255,438345695,3574606976,255,0.074625,0.047454,0.027171,826,83,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Exploits,1
83961,0.220345,tcp,http,FIN,10,6,780,268,68.075062,254,252,25487.30273,8132.700684,2,1,24.482778,41.910199,1168.225705,62.050789,255,103193733,3793460808,255,0.065575,0.010077,0.055498,78,45,1,0,2,1,1,1,1,1,0,0,1,2,1,0,Reconnaissance,1
52772,1.078167,sctp,-,CON,4,2,728,384,4.637501,254,60,4051.320557,1424.640259,0,0,359.389,0.003,508.239375,0.0,0,0,0,0,0.0,0.0,0.0,182,192,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Exploits,1
141213,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,29,29,12,36,0,0,0,32,36,0,Generic,1
145794,9.259217,tcp,http,FIN,124,692,6626,962903,88.020399,62,252,5679.097656,830750.125,2,344,75.273311,13.292772,3691.351086,1561.770469,255,1777949960,404584979,255,0.1266,0.07391,0.05269,53,1391,1,467212,1,1,2,1,1,1,0,0,1,1,1,0,Generic,1
95705,0.62673,tcp,-,FIN,10,8,564,354,27.124917,254,252,6484.450684,3957.046631,2,1,69.146778,88.68857,5453.912239,138.639,255,1965202660,1681318077,255,0.050381,0.005901,0.04448,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
132126,0.805983,tcp,smtp,FIN,20,20,2618,1814,48.388117,62,252,24695.31055,17112.02344,7,8,42.420157,41.754051,2079.286358,50.000434,255,1138381212,484621335,255,0.052366,0.007947,0.044419,131,91,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
25166,0.026594,tcp,ssh,FIN,108,114,9504,12298,8310.145165,31,29,2832518.5,3667293.5,26,31,0.252548,0.242374,16.35473,15.047126,255,494326155,2640033781,255,0.000816,0.000651,0.000165,88,108,0,0,1,0,4,1,1,2,0,0,0,4,1,0,Normal,0
131346,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,15,33,0,0,0,33,33,0,Generic,1
121493,58.062927,ospf,-,REQ,52,0,5616,0,0.878357,254,0,758.900757,0.0,0,0,1170.50325,0.0,1428.380625,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,2,1,0,DoS,1
45853,7.708284,tcp,-,REQ,10,0,450,0,1.167575,254,0,420.327026,0.0,9,0,856.476,0.0,1463.631125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,21,6,19,2,2,20,0,0,0,19,20,0,Normal,0
129094,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,4,7,0,DoS,1
84234,1.059807,tcp,-,FIN,12,8,3678,354,17.927793,254,252,25453.69336,2340.048828,3,1,92.719911,142.750719,6106.70542,228.567078,255,4116170888,3419509125,255,0.13358,0.060551,0.073029,307,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
99741,0.68943,tcp,ftp-data,FIN,8,8,364,856,21.757104,62,252,3701.608643,8691.237305,1,2,98.49,93.650711,6974.390937,186.328781,255,3730963108,3044039344,255,0.072848,0.033304,0.039544,46,107,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
1935,0.00107,udp,dns,CON,2,2,132,164,2803.738322,31,29,493457.9375,613084.125,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,2,1,1,1,0,0,0,4,3,0,Normal,0
16760,7.13382,tcp,-,FIN,438,858,24640,1094788,181.52967,31,29,27568.96094,1226286.0,38,390,16.36127,8.333292,8557.820788,6113.53431,255,2198280370,2205865973,255,0.000658,0.000517,0.000141,56,1276,0,0,9,0,4,1,1,5,0,0,0,5,8,0,Normal,0
116634,1.086709,ospf,-,INT,42,0,1890,0,37.728591,254,0,13582.29297,0.0,0,0,26.505098,0.0,27.825355,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
23326,0.718438,tcp,-,FIN,28,30,4480,3080,79.338785,31,29,48104.35938,33160.82813,7,7,26.597259,24.754758,1439.982667,36.185008,255,1988781081,4270900338,255,0.000683,0.000547,0.000136,160,103,0,0,7,0,3,1,1,4,0,0,0,2,4,0,Normal,0
165880,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,8,8,8,10,0,0,0,9,10,0,Generic,1
168551,0.850673,tcp,-,FIN,14,12,774,642,29.388495,254,252,6761.705078,5539.143555,4,3,65.337382,73.947094,4008.831001,118.051797,255,1267681646,655291792,255,0.13453,0.037252,0.097278,55,54,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
30199,0.037861,tcp,-,FIN,60,62,3614,50036,3195.900732,31,29,750957.4375,10402049.0,7,24,0.636542,0.610574,42.728281,41.5071,255,740667251,2886376272,255,0.000746,0.000608,0.000138,60,807,0,0,7,0,5,1,1,5,0,0,0,10,3,0,Normal,0
104425,3.534495,tcp,smtp,FIN,364,62,487374,2902,120.243482,62,252,1100097.125,6464.289551,175,2,10.036679,57.388434,1148.949257,66.499477,255,2652803570,1512732554,255,0.077345,0.053901,0.023444,1339,47,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
166428,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,9,9,5,34,0,0,0,9,34,0,Generic,1
13766,0.021951,tcp,-,FIN,48,50,2974,30506,4418.933224,31,29,1061637.375,10895540.0,7,18,0.460468,0.43549,27.399702,25.678996,255,2418903194,2419196525,255,0.000743,0.000603,0.00014,62,610,0,0,8,0,1,1,1,1,0,0,0,2,4,0,Normal,0
59600,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,20,7,0,Exploits,1
39515,1.073039,tcp,http,FIN,14,18,1684,10168,28.889908,31,29,11660.33984,71602.24219,3,5,82.515615,63.087588,8781.731837,7688.900989,255,1269728303,1270702100,255,0.000712,0.000545,0.000167,120,565,1,3924,1,0,4,1,1,1,0,0,1,3,2,0,Normal,0
59729,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,3,0,0,0,27,3,0,DoS,1
134701,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,16,16,16,34,0,0,0,16,34,0,Generic,1
54666,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
